2249E809844974F778883BBD8BF0A52E454906BC,16283,16297
2249EB42F11C1CD46C5D4F8208F8A6D82F0F7DBA,16283,16297
2249EC7894F29AC72DAE80B114C0B25CC3CB6889,16283,16297
264EA1284855A596D5D642CEE878A211A221FF66,17135,17145
264EA12B47CBCC8043C549D540828B624656AEB3,17135,17144
264EA12B4C46672E002C07290B43691DBA5FA9D6,17135,17144
26597E61DDFEE78F336DFA2F97EBF300A6699DE8,17129,17143
26597E62875C498AC139109EC25489AD6D7CA414,17129,17143
26597E62FBB33D8E76C5ADA8E5CAD43826515C55,17129,17136
2D04AF7C9DC68C75C90B57CF774ADC4B4528EAF3,17046,17046
2D148D3D88D454B0D306F429FA27C0400FCA0C8C,17129,17135
2D148D3EBF9D2B9D8CCB3F10B43DC3B2046C7C27,17129,17139
2DFDC2BA32DC2A2BBBF50BC6752873B785401692,16666,16666
2E25D8447518DA93B4FF3597192A93832917C937,17135,17144
2E25D8454C96E20CF1536DE6AEE4AC8B81E7114D,17135,17144
2E25D846564DCBE43CD273E9306866DCDA8365EA,17135,17197
2E25D8469331FEAE933D08A3055E5ABD15E855E9,17135,17143
2E25D847E579AED1B0ECAB7AA78CA4F44E337626,17135,17145
325CAC0A43B2121B81CD66E94A5027F1C8C97172,16659,16678
325CAC0AB1AAD27493B9D06DC7F497D4F22A0AB4,16659,16678
325CAC0B7FA8CD77E39D8068207D0D6B10EA1317,16659,16678
32E71B90DA1CCEC7C68B92EC1097A3EBE632E03A,17128,17129
36043967166B5F365194C57DF8FC07C54A52EDEC,16881,16898
37D5E568832B3BAA68E6875AD801C1E3ACED9A51,16729,16736
37D5E5688CEB59A45976B33B0B2D2A981FE770C6,16729,16736
37D5E5689CA4F9D5B5988811C1C68BEAB787A96F,16729,16730
38FCC60412A88EB83EA3C8E1E70FFE1B55DF0A77,15776,15838
3968276F7A4AC45215BD9991AF92EDA6B09CE1F6,17128,17129
410BA17E011139CC5138EA57EC3B7B2166F62007,16283,16297
410BB96218A5BB8BE18FCBB1BD8FF9AA5D748122,16283,16297
410BCDC191A0151603CE0E87C08BA0934738FD72,16283,16297
51FC178DFF3D0B869760F5740681A40D783CAD34,15857,15867
5282013126B3D18E9C91ED8A0F1D914C4F1EB2A9,15853,15867
5404DC1604772840890937D378F9C7B1B520C4AF,17129,17129
59529817C6E797D78311061180276BBC26025E1D,15853,15867
59E415D45E3D7EBAD6D62E995B5C4D0B3A15C879,17129,17140
59E415D4FE1738927E24E8C54C5C12111833DABC,17129,17157
59E415D78921BFF88168DB65D6230D68466436AE,17129,17140
63A8D7D54CB7BB480C68941E25B8140BC48A118D,15673,15673
6761D2BCA1D8C6C70DBAB04E839D85CEA0D007DC,17129,17197
6761D2BCECD947E7C1B3329F9DE869E9E80C983C,17129,17135
6761D2BE758FA0D7682240A9BC39E999DF2D2B97,17129,17140
712CA45AF4055E7AC69A299B2F11C8E7112E8D0E,15844,15852
71363B816E622EDA82310AD5CC7112D2F1A3DD47,17128,17129
71363B83B25829A3CD10F0D74F50B1D4AB58C8AC,17128,17129
739758B1AB48D6039DCE45C1872FC41568A9845E,13892,13900
7CDB224E9BCFEDFD6BD6CBD6D25D9AD7FD3015FF,17129,17134
7CDB224FE64F2A50CC508553CF91B2A1A2A89071,17129,17143
816FEE14FC01EA6ACF287CACB738AC394CEE63AF,16666,16678
816FEE15A68F015DA7340F56451A160631DB4E2B,16666,16678
816FEE16200BE1719D00BCA35AA94329B668EF3A,16666,16678
838A296A72D20A08D30EB5611857D5EE2BBDCA8A,16283,16297
838A305F8D47EAEB420522F2822F3E0A1A15C20D,16283,16297
838A71E2BA938A3BE4DB564413A6046A4B66C534,16283,16297
8808B01B7B7450729A93F07BDB983ED3FE5F36BF,16192,16336
8E1600DD28FB6CF9DEB4B732B07748FBF56A0091,15774,15774
8FF3ED2EC73DB941BF0B0510BC403185D0CC1FDC,16903,16927
8FF3ED2F3E64A6DC27308DB4A7F8082B653DE2EB,16896,16938
905CC77C4B81CF9D387B7075EE3483A2571F8725,17128,17129
90645A9B96FEE92D87889782E58E11D3022DA622,16659,16659
A0E83AA0E24EC60E1E84977864319F6594B63267,17128,17139
A0E83AA191220B240EC042A4231FACE0C0BA5A6A,17128,17136
A0E83AA28382135DC8397928194AC0459116E0AA,17128,17136
A574E18E99C8FD071BBB8E87424C5144FCA8B200,16253,16258
A5C59B3D0FFBDE88405E61816B5AA16C5C12A827,16659,16666
A5C59B3FCCD2FA8FAD42BF046E127AA239BD0852,16659,16666
A5C59B3FD5625A0D85D10B4CF7FE801262EBEF11,16659,16666
B81B43C015DE42D0520895B0076BDB40506CA46B,15853,15857
BC79109C0070A5881D2FE0515F063D1A525929B0,16714,16719
BC79109C1DAB5E9E40CC0D8E84D11600417D3D84,16714,16719
BC89A92F53581C4F616987F292CD336E7B42B81B,15844,15848
BCB332864640653892D4CD4B7CE10072BBA1737D,15857,15867
BE6FFBA535E97CB94199DA4E62F758301903BD03,16412,16429
BE6FFBDAE074942B57A547FDB21E5F7DB7087D9C,16412,16429
C722E7E9E23D9DCA2617648A54BAA8C4363D7989,16927,16938
CF45F18FC11C457E721D3091BB7D09555B9D107D,16881,16928
D271E035672E3FB59A2E4EBF4C7DE3DD31CD314F,17129,17129
D4073DE6C5DB04D61AD98F672832CD31B88569FC,16682,16684
DE15299D7EE5882F0BEF5F5945ECF1A97C1B6D93,15844,15852
DE2702F445CA7482747F065C43C463FCD5441BFD,17129,17135
DE2702F4B687B23D8E3E77D7FFE849EE076003C4,17129,17137
DE2702F4E5863F58211ADBD9EFF303ADD2595124,17128,17135
E038CACD70D6014A5C9039617E071536F59D44E0,15774,15774
E038CBE7AFFFAC41E30F25D1FB98F3EC89A9A551,15774,15776
E1EF8985FB25DEA2D6F9FEA8F368DD217850EB64,16283,16297
E1EF9EB8D05DDB238FDBA274602A568D9DEA3179,16283,16297
E1EFA388B9E6C4C91696822C5BBEC651A94E36D6,16283,16297
E5E778306D4BA8342A878ABB898E57D2FCD09151,16659,16665
E5E7783135A1AC4CCEF9CFDEF8D7FF85C8EC5D03,16659,16666
E5E778326AF0FF0A634AD3A796E61C6C78DFA2B2,16659,16666
E9F25C4899F9DC81E48E02637C479C4DD9D37810,15853,15857
EBF154D8BB6EECCC2921FC50050AE6ED9EF60CD2,17128,17137
EBF154D9E2B10A2420E052AEBB30E15B7EE4F523,17128,17143
EBF154DA21B49101ED5B2146B8D28EADAC1E8DB9,17128,17135
F5079E2D32CB50FD30EA0F16DFA18E289F890099,17129,17135
F5079E2D5437F7A393C95384D3695F2A8C6D2CBA,17129,17139
F5079E2E462D787A69CD6986107467D11D32C27B,17129,17135
F52D83EF8174CA171F2A548A96497DE979C94A5A,15778,15838
F6961286C453F6A6381DDC72F8DC33C6FCCB620C,16666,16676
F6961286D361F825A9AD7ED4433B71F7897F232C,16666,16678
F6961286D826D7D1C0F96F5FC085110268DD3BA8,16666,16675
F6961286DFF703989083D7DE45787357B5212576,16675,16678
FA0BDA0E2571E5FD388076ADC97AB267DB8D7984,16729,16731
FA0BDA0E28E56247266A7F14672619666455993B,16729,16731
FA0BDA0E3F12D2CBEDE0D372668E07BE120511E1,16729,16736
FA2567404D560A4C8ECE7DEBC805E1DABE129E59,16659,16675
FA256741ED22FD96AF5A11924F7431EE9B2469B0,16660,16665
FA256743ACFCA9B7C85DCCD2BCC3091EAA8E32B5,16659,16675
FC360E29137DB39F194F4557C60096E2749BD079,16757,16762
